id,idea_id,seo_run_id,query,video_id,title,channel,url,view_count,duration_seconds,similarity,level,is_strong,discovered_at
905,1,31,Paddy Harvesting,,How to draw a Crops / Paddy Harvesting Scenery easy || pencil sketch || VJB Drawing Place,VJB Drawing,https://www.youtube.com/watch?v=HCiR7Q9arjs,1727,,0.0,IRRELEVANT,0,2026-09-04 12:07:17.075606
906,1,31,Paddy Harvesting,,Paddy Field With Farmer Scenery Drawing Easy | Cultivation Scenery Drawing | Village Farmer Drawing,Jharna Art Gallery,https://www.youtube.com/watch?v=65PF2ameQ8I,153961,,0.0,IRRELEVANT,1,2026-09-04 12:07:17.091275
907,1,31,Paddy Harvesting,,agriculture drawing of farmer working in the field,Bhutnath Painting Academy,https://www.youtube.com/watch?v=AX64QWgWJTU,293264,,0.0,IRRELEVANT,1,2026-09-04 12:07:17.091275
908,1,31,Paddy Harvesting,,How to draw the scenery of farmers harvesting paddy on fields|agriculture drawing easy steps,Honey Bee Arts,https://www.youtube.com/watch?v=sixHBVcrLnI,40438,,0.0,IRRELEVANT,0,2026-09-04 12:07:17.092798
909,1,31,Paddy Harvesting,,Watercolor Painting : A Composition on Farmers Harvesting Paddy,Paint Academy,https://www.youtube.com/watch?v=Jl8o8389jf8,3603,,0.0,IRRELEVANT,0,2026-09-04 12:07:17.092820
910,1,31,Paddy Harvesting,,Realistic watercolor painting. Scenery drawing. Paddy harvesting painting #easy #drawing #art,Mubarak Art Gallery BD,https://www.youtube.com/watch?v=YmDISaZA4lg,51,,0.0,IRRELEVANT,0,2026-09-04 12:07:17.092820
911,1,31,Paddy Harvesting,,How to Draw a Combine Harvester,Mark Easy Drawings ,https://www.youtube.com/watch?v=xS70_QQR9gU,7937,,0.2,SUBSTITUTE,0,2026-09-04 12:07:17.092820
912,1,31,Paddy Harvesting,,"Paddy field with farmer scenery drawing| Village scenery drawing|Tree, bird,sun, House  drawing",It's Easy to draw,https://www.youtube.com/watch?v=Ip3Mm1TIrtE,833325,,0.0,IRRELEVANT,1,2026-09-04 12:07:17.092820
913,1,31,Paddy Harvesting,,How to Draw a Village Landscape where farmers harvesting paddy on fields | Episode- 12,Paint Academy,https://www.youtube.com/watch?v=4NFfI_WgL6E,388343,,0.0,IRRELEVANT,1,2026-09-04 12:07:17.092820
914,1,31,Paddy Harvesting,,How to draw HARVESTER / drawing Combine Harvester step by step,17 Easy Drawing,https://www.youtube.com/watch?v=l9ZztVWRKtw,2159,,0.1429,SUBSTITUTE,0,2026-09-04 12:07:17.092820
915,1,31,Paddy Harvesting,,How to Paint A Village Scene where farmers harvesting Paddy on field | step by step |,Paint with DAVID,https://www.youtube.com/watch?v=WZ-Er1SrWFM,689,,0.0,IRRELEVANT,0,2026-09-04 12:07:17.092820
916,2,32,Paddy Harvesting,,2025 New Model Gam Harvester Boro Paddy Cutting Work | Harvester Machine,Assam Vehicle Channel ,https://www.youtube.com/watch?v=5itpJAWmPCA,254835,,0.0833,IRRELEVANT,1,2026-09-05 04:41:00.223296
917,2,32,Paddy Harvesting,,Preet Combine Harvester and Sonalika 60 Rx Tractor with Full Size Trailer,Pramod`s Life,https://www.youtube.com/watch?v=RH-Qa4DI7k0,72655128,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.224319
918,2,32,Paddy Harvesting,,How Taiwan Farmers Plant and Harvest Rice to a New Level | Most Satisfying Agriculture Technology,AhTech,https://www.youtube.com/watch?v=BETc5iM9iYk,1777169,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.224319
919,2,32,Paddy Harvesting,,"How Rice is Made : Step by Step Growing Rice Paddy Farming, South India",The RubieVerse,https://www.youtube.com/watch?v=qHIKRwYe3Cs,10676132,,0.1,IRRELEVANT,1,2026-09-05 04:41:00.225302
920,2,32,Paddy Harvesting,,DO-IT – Farmer harvesting organic Basmati rice in India,DO IT Organic,https://www.youtube.com/watch?v=OuInpXWh4AM,38868,,0.0,IRRELEVANT,0,2026-09-05 04:41:00.225302
921,2,32,Paddy Harvesting,,"How To Harvest Upland Sticky Rice - Bring Upland Rice Go To Market Sell, Free Bushcraft",Phương - Free Bushcraft,https://www.youtube.com/watch?v=kcIzl8Lb864,2472404,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.226294
922,2,32,Paddy Harvesting,,Bangladeshi Farmers Harvesting Paddy 🌾 |Modern Rice Farming with Harvester,Stay with Maruf,https://www.youtube.com/watch?v=OZyeOmeNJUA,205,,0.1,IRRELEVANT,0,2026-09-05 04:41:00.226294
923,2,32,Paddy Harvesting,,"Full Moon, Fragrance of Ripe Rice, Farmers Busy Harvesting Crops | Liziqi Channel",李子柒 Liziqi,https://www.youtube.com/watch?v=xSDMTIe90AY,43521395,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.227290
924,2,32,Paddy Harvesting,,"Kubota combine harvester, import from Japan rice cutting machine | farming machine",Punjab village Tractors,https://www.youtube.com/watch?v=Hlm4XBTnW8w,3251766,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.227290
925,2,32,Paddy Harvesting,,How Tons of Rice Harvested & Processed | Modern Rice Agriculture Technology,Wondastic Tech,https://www.youtube.com/watch?v=kT1R7Hkps5M,767399,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.228358
926,2,32,Paddy Harvesting,,How Taiwan Farmers Harvest Rice - Rice Planting and Harvesting Process | Farming Documentary,Sprout Garden,https://www.youtube.com/watch?v=vi1JFOInKrI,1078945,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.229138
927,2,32,Paddy Harvesting,,Amazing Kubota Mini Combine Harvester | Fast Paddy Cutting Machine | Mahindra Tractor,Raj Tractor,https://www.youtube.com/watch?v=1lp31qi7Ou8,359805,,0.0769,IRRELEVANT,1,2026-09-05 04:41:00.229138
928,2,32,Paddy Harvesting,,The Field Slicing Shift: Manual Rice Harvesting with Basic Hand Tools #farmersLife #shorts,Traditional & Modern Farmers,https://www.youtube.com/watch?v=leFsmNMEVv4,0,,0.0,IRRELEVANT,0,2026-09-05 04:41:00.229672
929,2,32,Paddy Harvesting,,First Day out with the NEW Combine | Claas Lexion 8900 vs 780 | Seed Wheat Harvest '24 - KMWP Farms,Tractorspotter,https://www.youtube.com/watch?v=7_dJHRmruHU,1366143,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.230199
930,2,32,Paddy Harvesting,,Ultimate Paddy Harvesting Race: Who Wins the Bicycle? 🚲🌾,AL Gaming Fun,https://www.youtube.com/watch?v=lkyLT_cCbo0,1088753,,0.1111,IRRELEVANT,1,2026-09-05 04:41:00.230199
931,2,32,Paddy Harvesting,,Driverless REAPER BINDER MACHINE Harvesting Paddy / Rice | Automatic Mini Reaper Binder Machine,AgriBasket Tools,https://www.youtube.com/watch?v=B19D_qjqds4,3481714,,0.0909,IRRELEVANT,1,2026-09-05 04:41:00.230199
932,2,32,Paddy Harvesting,,How to draw a scenery of cultivation Step by step (very easy) || Art video,Farjana Drawing Academy,https://www.youtube.com/watch?v=IxRge0xg2MA,851090,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.231201
933,2,32,Paddy Harvesting,,Paddy Field With Farmer Scenery Drawing Easy | Cultivation Scenery Drawing | Village Farmer Drawing,Jharna Art Gallery,https://www.youtube.com/watch?v=65PF2ameQ8I,154278,,0.1,IRRELEVANT,1,2026-09-05 04:41:00.231201
934,2,32,Paddy Harvesting,,How to draw the scenery of farmers harvesting paddy on fields|agriculture drawing easy steps,Honey Bee Arts,https://www.youtube.com/watch?v=sixHBVcrLnI,40470,,0.0833,IRRELEVANT,0,2026-09-05 04:41:00.231201
935,2,32,Paddy Harvesting,,"Paddy field with farmer scenery drawing| Village scenery drawing|Tree, bird,sun, House  drawing",It's Easy to draw,https://www.youtube.com/watch?v=Ip3Mm1TIrtE,833422,,0.0833,IRRELEVANT,1,2026-09-05 04:41:00.232202
936,2,32,Paddy Harvesting,,agriculture drawing of farmer working in the field,Bhutnath Painting Academy,https://www.youtube.com/watch?v=AX64QWgWJTU,293374,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.232202
937,2,32,Paddy Harvesting,,How to draw a Crops / Paddy Harvesting Scenery easy || pencil sketch || VJB Drawing Place,VJB Drawing,https://www.youtube.com/watch?v=HCiR7Q9arjs,1727,,0.0769,IRRELEVANT,0,2026-09-05 04:41:00.232202
938,2,32,Paddy Harvesting,,How to draw HARVESTER / drawing Combine Harvester step by step,17 Easy Drawing,https://www.youtube.com/watch?v=l9ZztVWRKtw,2177,,0.0,IRRELEVANT,0,2026-09-05 04:41:00.233203
939,2,32,Paddy Harvesting,,How to Draw a Village Landscape where farmers harvesting paddy on fields | Episode- 12,Paint Academy,https://www.youtube.com/watch?v=4NFfI_WgL6E,388345,,0.0909,IRRELEVANT,1,2026-09-05 04:41:00.233203
940,2,32,Paddy Harvesting,,Paddy Field With Farmer Scenery drawing easy| Village Landscape Scenery drawing easy| Winter Scenery,It's Easy to draw,https://www.youtube.com/watch?v=kLB-8oDq5_o,202903,,0.0909,IRRELEVANT,1,2026-09-05 04:41:00.233203
941,2,32,Paddy Harvesting,,How to Draw a Combine Harvester,Mark Easy Drawings ,https://www.youtube.com/watch?v=xS70_QQR9gU,7964,,0.0,IRRELEVANT,0,2026-09-05 04:41:00.234202
942,2,32,Paddy Harvesting,,Paddy Field With Farmer Scenery Drawing Easy | Cultivation Scenery Drawing | Village Farmer Drawing,Jharna Art Gallery,https://www.youtube.com/watch?v=cdyRCIFQBRk,77645,,0.1,IRRELEVANT,0,2026-09-05 04:41:00.234202
943,2,32,Paddy Harvesting,,Watercolor Painting : A Composition on Farmers Harvesting Paddy,Paint Academy,https://www.youtube.com/watch?v=Jl8o8389jf8,3607,,0.125,SUBSTITUTE,0,2026-09-05 04:41:00.234202
944,2,33,Paddy Harvesting,,How Taiwan Farmers Plant and Harvest Rice to a New Level | Most Satisfying Agriculture Technology,AhTech,https://www.youtube.com/watch?v=BETc5iM9iYk,1777270,,0.0,IRRELEVANT,1,2026-09-05 05:31:27.408495
945,2,33,Paddy Harvesting,,Bangladeshi Farmers Harvesting Paddy 🌾 |Modern Rice Farming with Harvester,Stay with Maruf,https://www.youtube.com/watch?v=OZyeOmeNJUA,205,,0.1,IRRELEVANT,0,2026-09-05 05:31:27.408495
946,2,33,Paddy Harvesting,,"Full Moon, Fragrance of Ripe Rice, Farmers Busy Harvesting Crops | Liziqi Channel",李子柒 Liziqi,https://www.youtube.com/watch?v=xSDMTIe90AY,43521451,,0.0,IRRELEVANT,1,2026-09-05 05:31:27.409495
947,2,33,Paddy Harvesting,,DO-IT – Farmer harvesting organic Basmati rice in India,DO IT Organic,https://www.youtube.com/watch?v=OuInpXWh4AM,38868,,0.0,IRRELEVANT,0,2026-09-05 05:31:27.409495
948,2,33,Paddy Harvesting,,2025 New Model Gam Harvester Boro Paddy Cutting Work | Harvester Machine,Assam Vehicle Channel ,https://www.youtube.com/watch?v=5itpJAWmPCA,254893,,0.0833,IRRELEVANT,1,2026-09-05 05:31:27.409495
949,2,33,Paddy Harvesting,,Preet Combine Harvester and Sonalika 60 Rx Tractor with Full Size Trailer,Pramod`s Life,https://www.youtube.com/watch?v=RH-Qa4DI7k0,72655306,,0.0,IRRELEVANT,1,2026-09-05 05:31:27.410493
950,2,33,Paddy Harvesting,,"How To Harvest Upland Sticky Rice - Bring Upland Rice Go To Market Sell, Free Bushcraft",Phương - Free Bushcraft,https://www.youtube.com/watch?v=kcIzl8Lb864,2472441,,0.0,IRRELEVANT,1,2026-09-05 05:31:27.410493
951,2,33,Paddy Harvesting,,How Tons of Rice Harvested & Processed | Modern Rice Agriculture Technology,Wondastic Tech,https://www.youtube.com/watch?v=kT1R7Hkps5M,767430,,0.0,IRRELEVANT,1,2026-09-05 05:31:27.411493
952,2,33,Paddy Harvesting,,Amazing Rice Growing process in the Philippines from Seed to Table!,Global Lens,https://www.youtube.com/watch?v=4dxzlspJ1eg,105440,,0.0,IRRELEVANT,1,2026-09-05 05:31:27.411493
953,2,33,Paddy Harvesting,,How American Farmers Harvest 9.97 Million Tons of Rice by Machine | Farming Documentary,Sprout Garden,https://www.youtube.com/watch?v=3OHH9gSgnzs,397363,,0.0,IRRELEVANT,1,2026-09-05 05:31:27.411493
954,2,33,Paddy Harvesting,,How Taiwan Farmers Harvest Rice - Rice Planting and Harvesting Process | Farming Documentary,Sprout Garden,https://www.youtube.com/watch?v=vi1JFOInKrI,1079014,,0.0,IRRELEVANT,1,2026-09-05 05:31:27.412493
955,2,33,Paddy Harvesting,,The Field Slicing Shift: Manual Rice Harvesting with Basic Hand Tools #farmersLife #shorts,Traditional & Modern Farmers,https://www.youtube.com/watch?v=leFsmNMEVv4,0,,0.0,IRRELEVANT,0,2026-09-05 05:31:27.412493
956,2,33,Paddy Harvesting,,"Combine harvester: Rice harvesting, threshing, packing together(ধান কাটা,মাড়াই,বস্তাবন্দি একসাথে)",Techgen Engineering Ltd,https://www.youtube.com/watch?v=jQNPYExRuOY,254683,,0.0,IRRELEVANT,1,2026-09-05 05:31:27.412493
957,2,33,Paddy Harvesting,,First Day out with the NEW Combine | Claas Lexion 8900 vs 780 | Seed Wheat Harvest '24 - KMWP Farms,Tractorspotter,https://www.youtube.com/watch?v=7_dJHRmruHU,1366143,,0.0,IRRELEVANT,1,2026-09-05 05:31:27.413493
958,2,33,Paddy Harvesting,,4GK90 Rice reaper binder,"Yancheng Xinmingyue Machinery Manufacture Co., Ltd",https://www.youtube.com/watch?v=djVrCmV6RxE,1036239,,0.0,IRRELEVANT,1,2026-09-05 05:31:27.413493
959,2,33,Paddy Harvesting,,How to draw a scenery of cultivation Step by step (very easy) || Art video,Farjana Drawing Academy,https://www.youtube.com/watch?v=IxRge0xg2MA,851090,,0.0,IRRELEVANT,1,2026-09-05 05:31:27.413493
960,2,33,Paddy Harvesting,,How to draw a Crops / Paddy Harvesting Scenery easy || pencil sketch || VJB Drawing Place,VJB Drawing,https://www.youtube.com/watch?v=HCiR7Q9arjs,1727,,0.0769,IRRELEVANT,0,2026-09-05 05:31:27.414492
961,2,33,Paddy Harvesting,,Paddy Field With Farmer Scenery Drawing Easy | Cultivation Scenery Drawing | Village Farmer Drawing,Jharna Art Gallery,https://www.youtube.com/watch?v=65PF2ameQ8I,154323,,0.1,IRRELEVANT,1,2026-09-05 05:31:27.414492
962,2,33,Paddy Harvesting,,How to draw the scenery of farmers harvesting paddy on fields|agriculture drawing easy steps,Honey Bee Arts,https://www.youtube.com/watch?v=sixHBVcrLnI,40470,,0.0833,IRRELEVANT,0,2026-09-05 05:31:27.414492
963,2,33,Paddy Harvesting,,Watercolor Painting : A Composition on Farmers Harvesting Paddy,Paint Academy,https://www.youtube.com/watch?v=Jl8o8389jf8,3607,,0.125,SUBSTITUTE,0,2026-09-05 05:31:27.415491
964,2,33,Paddy Harvesting,,How to Draw a Combine Harvester,Mark Easy Drawings ,https://www.youtube.com/watch?v=xS70_QQR9gU,7964,,0.0,IRRELEVANT,0,2026-09-05 05:31:27.415491
965,2,33,Paddy Harvesting,,Realistic watercolor painting. Scenery drawing. Paddy harvesting painting #easy #drawing #art,Mubarak Art Gallery BD,https://www.youtube.com/watch?v=YmDISaZA4lg,52,,0.0909,IRRELEVANT,0,2026-09-05 05:31:27.416493
966,2,33,Paddy Harvesting,,agriculture drawing of farmer working in the field,Bhutnath Painting Academy,https://www.youtube.com/watch?v=AX64QWgWJTU,293374,,0.0,IRRELEVANT,1,2026-09-05 05:31:27.416493
967,2,33,Paddy Harvesting,,"Paddy field with farmer scenery drawing| Village scenery drawing|Tree, bird,sun, House  drawing",It's Easy to draw,https://www.youtube.com/watch?v=Ip3Mm1TIrtE,833427,,0.0833,IRRELEVANT,1,2026-09-05 05:31:27.416493
968,2,33,Paddy Harvesting,,How to Draw a Village Landscape where farmers harvesting paddy on fields | Episode- 12,Paint Academy,https://www.youtube.com/watch?v=4NFfI_WgL6E,388345,,0.0909,IRRELEVANT,1,2026-09-05 05:31:27.417492
969,2,33,Paddy Harvesting,,How to Paint A Village Scene where farmers harvesting Paddy on field | step by step |,Paint with DAVID,https://www.youtube.com/watch?v=WZ-Er1SrWFM,689,,0.0909,IRRELEVANT,0,2026-09-05 05:31:27.417492
970,2,33,Paddy Harvesting,,How to draw HARVESTER / drawing Combine Harvester step by step,17 Easy Drawing,https://www.youtube.com/watch?v=l9ZztVWRKtw,2177,,0.0,IRRELEVANT,0,2026-09-05 05:31:27.417492
971,1,34,Paddy Harvesting machine,,2025 New Model Gam Harvester Boro Paddy Cutting Work | Harvester Machine,Assam Vehicle Channel ,https://www.youtube.com/watch?v=5itpJAWmPCA,257192,,0.0833,IRRELEVANT,1,2026-09-09 09:49:15.910003
972,1,34,Paddy Harvesting machine,,Mini Harvester machine testing in wheat field I Mini harvester I japani harvester I paddy harvester,Blue Chemp,https://www.youtube.com/watch?v=nBM24H2z9Vg,495544,,0.1,IRRELEVANT,1,2026-09-09 09:49:15.911011
973,1,34,Paddy Harvesting machine,,First Day out with the NEW Combine | Claas Lexion 8900 vs 780 | Seed Wheat Harvest '24 - KMWP Farms,Tractorspotter,https://www.youtube.com/watch?v=7_dJHRmruHU,1372450,,0.0,IRRELEVANT,1,2026-09-09 09:49:15.912718
974,1,34,Paddy Harvesting machine,,4GK90 Rice reaper binder,"Yancheng Xinmingyue Machinery Manufacture Co., Ltd",https://www.youtube.com/watch?v=djVrCmV6RxE,1044813,,0.1667,SUBSTITUTE,1,2026-09-09 09:49:15.913266
975,1,34,Paddy Harvesting machine,,Mini combine harvester I Paddy harvester machine I Dhan katne ki machine,Blue Chemp,https://www.youtube.com/watch?v=dM9Kp0SvScs,23636,,0.1111,IRRELEVANT,0,2026-09-09 09:49:15.913534
976,1,34,Paddy Harvesting machine,,Driverless REAPER BINDER MACHINE Harvesting Paddy / Rice | Automatic Mini Reaper Binder Machine,AgriBasket Tools,https://www.youtube.com/watch?v=B19D_qjqds4,3900053,,0.0909,IRRELEVANT,1,2026-09-09 09:49:15.914715
977,1,34,Paddy Harvesting machine,,जापानी मिनी हार्वेस्टर II Kubota mini harvester,Blue Chemp,https://www.youtube.com/watch?v=sGS_IbJyCdI,235462,,0.2,SUBSTITUTE,1,2026-09-09 09:49:15.915312
978,1,34,Paddy Harvesting machine,,"Mini Rice Harvester Machine 01792772477,01788803336",USA DIY,https://www.youtube.com/watch?v=q56qorkhDyM,396820,,0.2857,SUBSTITUTE,1,2026-09-09 09:49:15.915875
979,1,34,Paddy Harvesting machine,,Yanmar YH 700 Full Feed Combine Harvester - Combine Harvester Demo - Agri Tools,Agri Tools,https://www.youtube.com/watch?v=hcup6mAU5aU,1135595,,0.0909,IRRELEVANT,1,2026-09-09 09:49:15.916460
980,1,34,Paddy Harvesting machine,,Yanmar Aw 70 Gv harvester working | New model harvester machine ||,JCB Babul,https://www.youtube.com/watch?v=1s5evqmTR3c,890608,,0.125,SUBSTITUTE,1,2026-09-09 09:49:15.917053
981,1,34,Paddy Harvesting machine,,TAGRM 4LZ-1.2 Small rice/wheat combine harvester,cfh080 的频道,https://www.youtube.com/watch?v=yVkdSKOWlmQ,29509,,0.25,SUBSTITUTE,0,2026-09-09 09:49:15.917600
982,1,34,Paddy Harvesting machine,,Mini combine harvester I Rice harvester I Mini harvester I Paddy harvester I Kym harvester,Blue Chemp,https://www.youtube.com/watch?v=4eM6CXpGnpM,380135,,0.2857,SUBSTITUTE,1,2026-09-09 09:49:15.918152
983,1,34,Paddy Harvesting machine,,Korean Rice Harvesting With Machine||Amazing agriculture technology of Korea||,Umesh Thimrahang,https://www.youtube.com/watch?v=5PLBCHVsgbo,563,,0.1,IRRELEVANT,0,2026-09-09 09:49:15.918733
984,1,34,Paddy Harvesting machine,,Modern Agriculture Machines on Another Level – Farmers Reap Millions Tons in Massive Harvests,Agriculture Insight,https://www.youtube.com/watch?v=N-BpKLHSYE4,5478577,,0.0,IRRELEVANT,1,2026-09-09 09:49:15.919337
985,1,34,Paddy Harvesting machine,,How Taiwan Farmers Plant and Harvest Rice to a New Level | Most Satisfying Agriculture Technology,AhTech,https://www.youtube.com/watch?v=BETc5iM9iYk,1783512,,0.0769,IRRELEVANT,1,2026-09-09 09:49:15.919881
986,1,34,Paddy Harvesting machine,,Rice Harvesting Machines Working at Full Power | Farming Equipment Demonstration,Machine TV Cambodia,https://www.youtube.com/watch?v=hVNNHtCQYs8,1642,,0.0909,IRRELEVANT,0,2026-09-09 09:49:15.920699
987,1,34,Paddy Harvesting machine,,"Kubota combine harvester, import from Japan rice cutting machine | farming machine",Punjab village Tractors,https://www.youtube.com/watch?v=Hlm4XBTnW8w,3256374,,0.2,SUBSTITUTE,1,2026-09-09 09:49:15.921860
988,1,34,Paddy Harvesting machine,,How a Combine Works: A view inside the combine [4k video],Griggs Farms LLC,https://www.youtube.com/watch?v=ZMDw9mUoG2M,349009,,0.0,IRRELEVANT,1,2026-09-09 09:49:15.922497
989,1,34,Paddy Harvesting machine,,Top diy tractor making mini Rice Harvester Machine | diy Planting & Harvesting Rice Fields | HP Mini,HP Mini DIY Tractor,https://www.youtube.com/watch?v=N6eHLB3C8uA,67772259,,0.1667,SUBSTITUTE,1,2026-09-09 09:49:15.923087
990,1,34,Paddy Harvesting machine,,Amazing Rice Harvesting Machine Working in the Fields! | Modern Farming Technology,Farm Machinery TV,https://www.youtube.com/watch?v=69yYPK56VLU,646,,0.0909,IRRELEVANT,0,2026-09-09 09:49:15.923657
991,1,34,Paddy Harvesting machine,,How Taiwan Farmers Harvest Rice - Rice Planting and Harvesting Process | Farming Documentary,Sprout Garden,https://www.youtube.com/watch?v=vi1JFOInKrI,1081757,,0.0909,IRRELEVANT,1,2026-09-09 09:49:15.924087
992,1,34,Paddy Harvesting machine,,Manual paddy rice harvester made in Japan,Japan Agri Trading,https://www.youtube.com/watch?v=1s024AKMntM,41327,,0.2857,SUBSTITUTE,0,2026-09-09 09:49:15.925245
993,1,34,Paddy Harvesting machine,,Amazing Rice Harvester in Japan,Nagano Vlog,https://www.youtube.com/watch?v=iAFYMGEBbhI,7955331,,0.4,CLOSE,1,2026-09-09 09:49:15.925934
994,1,34,Paddy Harvesting machine,,Rice Harvester in Japan ,KaRonda in Japan,https://www.youtube.com/watch?v=CSh__bvAAI8,1609,,0.5,CLOSE,0,2026-09-09 09:49:15.926532
995,1,34,Paddy Harvesting machine,,How Japanese Farmers Harvest Millions of Rice | Farming Documentary,Posy Farm,https://www.youtube.com/watch?v=PqHHrEUPTz4,263329,,0.1111,IRRELEVANT,1,2026-09-09 09:49:15.927584
996,1,34,Paddy Harvesting machine,,"007 🔥 Iseki 6123, 6-row, 123 horsepower Japanese rice harvester",Farm Machinery Reviews,https://www.youtube.com/watch?v=I8PuqB-ytWM,6071,,0.2,SUBSTITUTE,0,2026-09-09 09:49:15.928229
997,1,34,Paddy Harvesting machine,,2015 稲刈り　Japanese harvesting of the rice,SHIO Channel,https://www.youtube.com/watch?v=BHJzzUvd2vA,7430509,,0.1667,SUBSTITUTE,1,2026-09-09 09:49:15.928789
998,1,34,Paddy Harvesting machine,,Kubota Combine Harvester DR6130SX specification work scene,西川ライス Nishikawa Rice,https://www.youtube.com/watch?v=DnE3XdgWZmQ,822501,,0.1111,IRRELEVANT,1,2026-09-09 09:49:15.929338
999,1,35,rice harvester,,World's Biggest Harvester,TechWorld,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 09:49:42.423287
1000,1,36,rice harvester,,World's Biggest Harvester,TechWorld,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 09:50:12.765769
1001,1,37,rice harvester,,World's Biggest Harvester,TechWorld,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 09:51:05.378008
1002,1,38,rice harvester,,World's Biggest Harvester,TechWorld,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 09:52:46.301427
